customer,tenant_id,plan,schema_name,hubspot_id,region,Total Logged In Users (6m),Users Who Performed Actions (6m),Users Who Only Logged In (6m),RBAC Status,RBAC Groups,Total Contracts (inc Archived),Total Live Contracts,NEW Live Contracts (6m),Updated Live Contracts (6m),Main Currency,Average Contract Value (Live),Live Contracts with Internal Owners,Live Contracts with NO Internal Owners,Percent Contracts with Internal Owners,Live Contracts Linked to another Contract,Live Suppliers Linked to another Supplier,Contracts with Master Record,Percent with Master Record,AI Extract - Ready for Review (6m),OpenAI Contract Summary,Total Events (All Time),New Events (6m),Completed Events (6m),Overdue Events,Events Avg Completion Time (6m),Event Types,Smart Forms Enabled,Smart Forms Count,Smart Form Types,Latest Updated Score,Smart Forms with No Scores,Saved Custom Views,Auto Build Enabled,Autobuild Supplier Count,eSign Enabled,DocuSign Enabled,eSigns (6m),DocuSigns (6m)
Australian Red Cross Lifeblood,2436,Custom,tenant_2436,2033391923,APAC,138,20,118,Enabled,7,2288,1064,295,1245,AUD,1508924,1045,19,98.21,256,0,980,42.83,8,OFF,22,4,1,7,111,Contract Review,OFF,0,,,0,50,OFF,0,Enabled,Disabled,0,0
