customer,tenant_id,plan,schema_name,hubspot_id,region,Total Logged In Users (6m),Users Who Performed Actions (6m),Users Who Only Logged In (6m),RBAC Status,RBAC Groups,Total Contracts (inc Archived),Total Live Contracts,NEW Live Contracts (6m),Updated Live Contracts (6m),Main Currency,Average Contract Value (Live),Live Contracts with Internal Owners,Live Contracts with NO Internal Owners,Percent Contracts with Internal Owners,Live Contracts Linked to another Contract,Live Suppliers Linked to another Supplier,Contracts with Master Record,Percent with Master Record,AI Extract - Ready for Review (6m),OpenAI Contract Summary,Total Events (All Time),New Events (6m),Completed Events (6m),Overdue Events,Events Avg Completion Time (6m),Event Types,Smart Forms Enabled,Smart Forms Count,Smart Form Types,Latest Updated Score,Smart Forms with No Scores,Saved Custom Views,Auto Build Enabled,Autobuild Supplier Count,eSign Enabled,DocuSign Enabled,eSigns (6m),DocuSigns (6m)
Xenon Pharmaceuticals,5489,Pro,tenant_5489,2998696827,CA,122,62,60,Enabled,10,4556,2059,710,1076,USD,89891,1794,265,87.13,411,0,3164,69.45,244,OFF,4,1,0,1,0,Contract Archive | Contract Review | Milestone,OFF,0,,,0,10,OFF,0,Enabled,Disabled,452,0
